%missing,AUC,Accuracy,F1-score,classifier,weight_u
0.4,0.8960336538461539,0.895,0.8960396039603961,hb_mlp,0.5
0.4,0.9098557692307692,0.9075,0.9053708439897699,eu_mlp,0.5
0.5,0.6658653846153846,0.6525,0.4981949458483755,mlp,0.5
0.5,0.8924278846153846,0.89,0.8871794871794871,bw_mlp,0.5
0.5,0.9030448717948717,0.9025,0.9046454767726161,wu_mlp,0.5
0.5,0.9024439102564102,0.9025,0.9060240963855423,hb_mlp,0.5
0.5,0.8784054487179487,0.875,0.868421052631579,eu_mlp,0.5
0.6000000000000001,0.5719150641025641,0.555,0.25833333333333336,mlp,0.5
0.6000000000000001,0.8737980769230769,0.87,0.8617021276595744,bw_mlp,0.5
0.6000000000000001,0.8938301282051282,0.8925,0.8927680798004988,wu_mlp,0.5
0.6000000000000001,0.9010416666666666,0.9,0.900990099009901,hb_mlp,0.5
0.6000000000000001,0.7732371794871795,0.765,0.7151515151515151,eu_mlp,0.5
0.7000000000000001,0.5048076923076923,0.485,0.01904761904761905,mlp,0.5
0.7000000000000001,0.8707932692307692,0.8675,0.8608923884514434,bw_mlp,0.5
0.7000000000000001,0.882011217948718,0.8825,0.8878281622911695,wu_mlp,0.5
0.7000000000000001,0.8904246794871795,0.89,0.8926829268292682,hb_mlp,0.5
0.7000000000000001,0.6610576923076923,0.6475,0.4872727272727273,eu_mlp,0.5
0.8,0.5,0.48,0.0,mlp,0.5
